date,Ttb,Tx,Tn,R,Utb,Un
2016-12-21,20.4,24.6,19.0,1.0,85.0,62.0
2016-12-22,20.3,26.6,19.0,1.0,77.0,49.0
2016-12-23,18.8,24.5,14.9,0.0,77.0,49.0
2016-12-24,18.8,25.7,14.9,0.0,86.0,69.0
2016-12-25,21.5,25.7,19.1,0.0,86.0,69.0
2016-12-26,21.5,25.7,19.1,0.0,75.0,51.0
2016-12-27,17.6,22.7,15.0,0.0,75.0,47.0
2016-12-28,14.1,22.7,8.3,0.0,74.0,36.0
2016-12-29,14.1,23.2,7.6,0.0,74.0,36.0
2016-12-30,14.5,23.2,8.3,0.0,74.0,36.0
2016-12-31,15.1,22.5,9.0,0.0,74.0,40.0
2017-01-01,16.4,22.5,15.5,1.0,89.0,69.0
2017-01-02,19.2,23.7,16.4,1.0,91.0,81.0
2017-01-03,20.3,24.5,18.0,0.0,89.0,69.0
2017-01-04,20.3,24.5,18.0,0.0,91.0,81.0
2017-01-05,19.1,22.2,18.0,1.0,93.0,84.0
2017-01-06,19.1,22.2,18.0,1.0,93.0,84.0
2017-01-07,20.5,27.0,17.3,0.0,85.0,61.0
2017-01-08,20.8,27.0,18.1,0.0,85.0,61.0
2017-01-09,20.5,26.1,18.1,0.0,85.0,67.0
2017-01-10,20.5,23.2,18.1,1.0,93.0,83.0
2017-01-11,18.2,20.6,17.4,1.0,96.0,94.0
2017-01-12,14.0,17.9,12.1,1.0,96.0,94.0
2017-01-13,14.0,17.9,12.1,1.0,80.0,64.0
2017-01-14,14.9,17.9,12.9,0.0,79.0,64.0
2017-01-15,15.4,18.2,13.9,0.0,80.0,67.0
2017-01-16,15.6,18.2,14.0,0.0,83.0,68.0
2017-01-17,15.9,18.6,14.5,0.0,84.0,72.0
2017-01-18,16.5,19.5,14.7,0.0,85.0,69.0
2017-01-19,16.7,19.5,15.1,1.0,85.0,69.0
2017-01-20,16.7,19.1,15.1,0.0,77.0,69.0
2017-01-21,16.7,19.1,14.3,0.0,72.0,61.0
2017-01-22,15.2,21.5,14.2,0.0,77.0,50.0
2017-01-23,15.2,23.1,13.3,0.0,79.0,50.0
2017-01-24,15.2,24.0,13.3,0.0,79.0,49.0
2017-01-25,19.1,24.0,15.4,0.0,81.0,49.0
2017-01-26,19.1,24.1,15.7,0.0,81.0,58.0
2017-01-27,19.2,24.1,15.7,0.0,81.0,58.0
2017-01-28,19.1,25.0,15.6,0.0,79.0,55.0
2017-01-29,19.2,25.5,14.4,0.0,79.0,54.0
2017-01-30,19.1,25.5,14.4,0.0,83.0,55.0
2017-01-31,18.3,23.3,15.2,0.0,84.0,60.0
2017-02-01,18.3,23.3,15.3,0.0,84.0,65.0
2017-02-02,19.4,22.9,17.6,0.0,86.0,77.0
2017-02-03,19.9,24.2,17.7,1.0,84.0,65.0
2017-02-04,19.4,23.6,17.7,1.0,86.0,75.0
2017-02-05,18.8,23.6,17.3,0.0,85.0,61.0
2017-02-06,18.8,23.6,17.3,0.0,85.0,72.0
2017-02-07,19.8,23.7,17.6,0.0,85.0,64.0
2017-02-08,19.8,23.7,17.6,0.0,80.0,64.0
2017-02-09,16.2,18.2,15.5,0.0,60.0,58.0
2017-02-10,14.6,17.5,12.5,0.0,58.0,53.0
2017-02-11,14.6,17.5,12.5,0.0,60.0,49.0
2017-02-12,14.6,20.3,12.5,0.0,76.0,45.0
2017-02-13,15.0,21.8,10.1,0.0,76.0,43.0
2017-02-14,15.6,22.2,10.1,0.0,77.0,45.0
2017-02-15,17.3,23.6,12.9,0.0,83.0,60.0
2017-02-16,19.1,25.0,16.3,1.0,83.0,60.0
2017-02-17,20.1,26.4,16.5,0.0,79.0,53.0
2017-02-18,20.1,27.1,16.3,0.0,76.0,45.0
2017-02-19,19.1,27.1,16.5,0.0,76.0,45.0
2017-02-20,19.1,27.2,16.5,1.0,83.0,71.0
2017-02-21,22.3,27.2,20.1,0.0,83.0,71.0
2017-02-22,22.3,27.2,20.1,0.0,80.0,60.0
2017-02-23,19.0,25.2,16.2,0.0,73.0,60.0
2017-02-24,14.5,16.6,13.0,0.0,69.0,60.0
2017-02-25,14.5,16.6,11.9,0.0,69.0,60.0
2017-02-26,14.9,18.7,11.9,0.0,71.0,51.0
2017-02-27,15.7,18.7,13.3,0.0,74.0,51.0
2017-02-28,15.9,19.4,14.0,0.0,79.0,62.0
2017-03-01,16.5,19.4,14.0,0.0,79.0,62.0
2017-03-02,17.1,24.5,13.7,0.0,76.0,52.0
2017-03-03,18.0,24.5,13.7,0.0,76.0,52.0
2017-03-04,18.0,24.0,15.5,1.0,92.0,86.0
2017-03-05,20.4,22.9,18.7,1.0,92.0,86.0
2017-03-06,20.4,22.9,18.7,0.0,83.0,78.0
2017-03-07,16.9,20.0,15.8,1.0,78.0,64.0
2017-03-08,16.7,19.0,15.4,0.0,83.0,78.0
2017-03-09,16.9,19.0,15.0,1.0,90.0,76.0
2017-03-10,17.6,22.3,15.0,1.0,90.0,76.0
2017-03-11,19.9,22.9,17.4,1.0,90.0,76.0
2017-03-12,21.2,24.0,19.8,1.0,89.0,70.0
2017-03-13,23.8,29.0,21.3,1.0,86.0,67.0
2017-03-14,23.8,29.0,21.3,0.0,86.0,67.0
2017-03-15,19.5,21.7,18.7,1.0,87.0,78.0
2017-03-16,19.3,21.0,18.3,1.0,96.0,91.0
2017-03-17,19.3,21.0,18.7,1.0,97.0,94.0
2017-03-18,20.7,22.2,19.4,1.0,97.0,95.0
2017-03-19,21.4,24.3,19.6,1.0,96.0,94.0
2017-03-20,23.0,26.3,21.0,1.0,95.0,90.0
2017-03-21,23.0,27.2,21.0,1.0,94.0,83.0
2017-03-22,23.7,28.5,21.7,1.0,86.0,77.0
2017-03-23,25.0,28.8,21.8,0.0,83.0,67.0
2017-03-24,25.0,28.8,21.8,0.0,82.0,66.0
2017-03-25,21.4,25.8,18.0,1.0,78.0,65.0
2017-03-26,17.8,21.4,17.5,1.0,78.0,58.0
2017-03-27,17.8,21.4,15.4,0.0,78.0,58.0
2017-03-28,18.4,23.9,15.4,1.0,85.0,69.0
2017-03-29,21.4,25.0,19.0,0.0,85.0,74.0
2017-03-30,21.4,25.0,19.0,0.0,87.0,77.0
2017-03-31,20.3,27.6,18.4,1.0,87.0,77.0
2017-04-01,19.7,26.0,14.9,0.0,79.0,44.0
2017-04-02,19.7,26.0,14.9,1.0,79.0,44.0
2017-04-03,19.7,22.6,15.2,0.0,84.0,60.0
2017-04-04,21.2,22.6,20.6,0.0,91.0,89.0
2017-04-05,21.4,22.7,20.6,1.0,91.0,89.0
2017-04-06,23.3,27.7,20.8,1.0,89.0,78.0
2017-04-07,24.7,27.7,23.1,0.0,89.0,78.0
2017-04-08,24.8,27.9,23.3,1.0,89.0,78.0
2017-04-09,26.0,30.4,23.6,1.0,87.0,70.0
2017-04-10,27.7,33.2,24.0,0.0,82.0,63.0
2017-04-11,27.7,33.2,24.0,0.0,82.0,63.0
2017-04-12,23.3,28.4,20.0,1.0,77.0,61.0
2017-04-13,22.2,26.4,19.1,0.0,77.0,65.0
2017-04-14,22.2,25.5,20.0,0.0,84.0,65.0
2017-04-15,23.0,25.5,21.3,0.0,88.0,81.0
2017-04-16,24.4,27.9,22.9,1.0,93.0,88.0
2017-04-17,24.4,27.9,22.9,1.0,93.0,88.0
2017-04-18,24.4,28.2,21.6,1.0,93.0,88.0
2017-04-19,24.7,30.5,21.6,1.0,87.0,73.0
2017-04-20,25.1,32.2,21.6,0.0,83.0,63.0
2017-04-21,25.1,32.2,20.8,1.0,80.0,53.0
2017-04-22,21.0,24.6,18.7,1.0,80.0,53.0
2017-04-23,20.5,22.7,18.7,1.0,84.0,70.0
2017-04-24,20.5,22.7,18.8,1.0,93.0,89.0
2017-04-25,21.7,25.5,20.2,1.0,93.0,89.0
2017-04-26,23.3,27.1,20.7,1.0,85.0,70.0
2017-04-27,23.3,27.6,20.7,1.0,77.0,68.0
2017-04-28,23.3,27.6,19.8,0.0,77.0,57.0
2017-04-29,23.3,27.6,19.8,0.0,79.0,57.0
2017-04-30,23.4,29.2,21.6,0.0,82.0,61.0
2017-05-01,26.6,32.0,23.0,0.0,82.0,65.0
2017-05-02,28.3,32.5,25.3,0.0,82.0,65.0
2017-05-03,28.5,32.5,25.5,0.0,79.0,65.0
2017-05-04,28.5,32.5,25.5,0.0,79.0,61.0
2017-05-05,26.3,30.9,24.2,0.0,79.0,61.0
2017-05-06,26.3,30.9,23.5,1.0,79.0,61.0
2017-05-07,27.2,32.7,24.2,0.0,79.0,58.0
2017-05-08,27.2,32.7,23.5,0.0,79.0,58.0
2017-05-09,27.7,32.7,24.4,1.0,76.0,60.0
2017-05-10,27.5,32.6,24.2,0.0,81.0,60.0
2017-05-11,27.5,32.5,24.2,1.0,81.0,60.0
2017-05-12,26.7,32.5,22.0,1.0,81.0,60.0
2017-05-13,26.7,31.5,22.0,0.0,80.0,61.0
2017-05-14,26.7,31.6,22.0,0.0,79.0,55.0
2017-05-15,26.2,31.6,22.0,1.0,79.0,55.0
2017-05-16,25.8,31.6,21.6,0.0,79.0,55.0
2017-05-17,22.9,27.9,20.3,1.0,87.0,73.0
2017-05-18,21.4,23.0,20.3,1.0,96.0,90.0
2017-05-19,21.4,23.0,20.5,1.0,96.0,90.0
2017-05-20,24.5,29.3,21.3,1.0,90.0,80.0
2017-05-21,25.8,30.5,23.8,1.0,89.0,80.0
2017-05-22,27.8,32.2,25.2,0.0,89.0,80.0
2017-05-23,27.8,32.2,25.2,0.0,87.0,78.0
2017-05-24,26.7,31.3,25.0,1.0,78.0,60.0
2017-05-25,25.7,31.3,23.7,0.0,66.0,53.0
2017-05-26,25.4,32.2,20.2,0.0,66.0,41.0
2017-05-27,25.2,33.4,18.6,0.0,72.0,38.0
2017-05-28,25.2,33.4,18.6,0.0,72.0,38.0
2017-05-29,25.5,33.1,19.5,0.0,73.0,46.0
2017-05-30,26.9,32.6,22.4,0.0,78.0,57.0
2017-05-31,28.1,32.6,24.6,0.0,81.0,66.0
2017-06-01,29.8,34.1,24.6,0.0,81.0,66.0
2017-06-02,30.3,37.3,25.0,0.0,75.0,52.0
2017-06-03,30.9,38.2,24.5,0.0,75.0,51.0
2017-06-04,31.3,38.2,25.0,0.0,72.0,47.0
2017-06-05,30.9,37.6,25.5,0.0,75.0,51.0
2017-06-06,28.5,35.5,25.5,1.0,83.0,60.0
2017-06-07,28.2,33.1,25.0,1.0,83.0,60.0
2017-06-08,28.2,32.7,25.0,0.0,83.0,68.0
2017-06-09,28.2,33.1,25.6,1.0,83.0,68.0
2017-06-10,28.4,33.3,25.6,1.0,83.0,68.0
2017-06-11,28.8,33.4,25.9,0.0,84.0,73.0
2017-06-12,28.8,33.4,25.9,0.0,84.0,73.0
2017-06-13,27.0,31.6,25.3,1.0,92.0,78.0
2017-06-14,27.0,31.6,25.3,1.0,92.0,78.0
2017-06-15,27.0,31.6,25.3,1.0,92.0,78.0
2017-06-16,26.4,29.0,25.1,1.0,93.0,89.0
2017-06-17,26.4,29.0,24.5,1.0,93.0,89.0
2017-06-18,26.7,29.8,24.5,1.0,90.0,81.0
2017-06-19,27.0,29.9,25.2,1.0,90.0,81.0
2017-06-20,27.2,29.9,25.6,1.0,90.0,81.0
2017-06-21,28.8,33.4,25.9,0.0,86.0,67.0
2017-06-22,28.8,33.4,25.6,0.0,86.0,67.0
2017-06-23,28.7,34.4,25.6,1.0,86.0,68.0
2017-06-24,28.7,33.5,25.6,1.0,86.0,68.0
2017-06-25,28.7,33.5,25.6,1.0,86.0,68.0
2017-06-26,27.7,32.6,25.6,1.0,89.0,78.0
2017-06-27,27.4,31.0,24.8,1.0,90.0,81.0
2017-06-28,26.5,29.8,23.5,1.0,92.0,82.0
2017-06-29,26.3,29.8,23.4,1.0,92.0,82.0
2017-06-30,26.3,29.8,23.5,1.0,93.0,82.0
2017-07-01,27.1,30.4,25.2,1.0,91.0,79.0
2017-07-02,27.1,29.7,25.2,1.0,95.0,91.0
2017-07-03,26.0,29.6,24.5,1.0,93.0,80.0
2017-07-04,26.0,29.6,24.5,1.0,93.0,80.0
2017-07-05,27.3,32.7,25.0,1.0,89.0,73.0
2017-07-06,27.4,32.7,25.4,1.0,89.0,73.0
2017-07-07,27.4,32.2,25.4,0.0,89.0,74.0
2017-07-08,27.0,30.6,24.9,1.0,89.0,75.0
2017-07-09,26.9,30.5,24.6,1.0,90.0,84.0
2017-07-10,26.4,30.5,24.5,1.0,93.0,84.0
2017-07-11,26.4,30.5,24.5,1.0,93.0,84.0
2017-07-12,26.4,30.7,24.5,1.0,92.0,84.0
2017-07-13,26.6,30.8,24.8,1.0,90.0,70.0
2017-07-14,26.6,32.9,24.8,1.0,92.0,83.0
2017-07-15,26.6,32.9,24.8,1.0,90.0,80.0
2017-07-16,26.6,31.7,25.2,1.0,90.0,80.0
2017-07-17,26.9,31.7,24.9,1.0,90.0,72.0
2017-07-18,27.1,32.0,24.9,1.0,89.0,72.0
2017-07-19,27.1,32.0,24.9,1.0,89.0,72.0
2017-07-20,27.1,31.5,24.9,1.0,89.0,73.0
2017-07-21,27.4,31.5,24.8,1.0,87.0,69.0
2017-07-22,27.4,33.4,24.8,1.0,86.0,65.0
2017-07-23,29.0,34.8,24.8,0.0,81.0,53.0
2017-07-24,29.0,34.8,24.8,0.0,81.0,53.0
2017-07-25,28.6,35.0,25.0,1.0,82.0,59.0
2017-07-26,28.6,35.0,24.5,1.0,82.0,59.0
2017-07-27,28.6,35.0,25.0,0.0,82.0,59.0
2017-07-28,28.7,35.0,24.9,1.0,81.0,57.0
2017-07-29,29.7,37.4,25.0,0.0,80.0,58.0
2017-07-30,29.7,37.4,26.0,0.0,80.0,58.0
2017-07-31,29.4,36.4,26.0,1.0,86.0,64.0
2017-08-01,27.8,33.7,26.0,1.0,86.0,70.0
2017-08-02,27.5,33.5,25.2,1.0,91.0,79.0
2017-08-03,26.7,32.8,25.6,1.0,94.0,93.0
2017-08-04,26.7,32.0,25.3,1.0,95.0,90.0
2017-08-05,26.7,32.0,25.3,1.0,95.0,90.0
2017-08-06,28.1,33.1,25.1,1.0,89.0,70.0
2017-08-07,28.7,34.0,25.1,1.0,87.0,69.0
2017-08-08,28.7,34.0,26.3,0.0,87.0,69.0
2017-08-09,28.7,33.6,26.3,0.0,87.0,71.0
2017-08-10,28.7,33.6,25.7,1.0,87.0,71.0
2017-08-11,28.9,32.9,25.0,0.0,86.0,72.0
2017-08-12,28.9,32.9,25.7,1.0,86.0,72.0
2017-08-13,28.6,32.2,26.6,1.0,91.0,75.0
2017-08-14,27.8,31.8,26.6,1.0,91.0,85.0
2017-08-15,26.3,29.4,24.5,1.0,91.0,76.0
2017-08-16,25.6,28.2,24.0,1.0,94.0,86.0
2017-08-17,26.3,29.4,24.0,1.0,90.0,76.0
2017-08-18,26.5,32.0,23.7,1.0,90.0,76.0
2017-08-19,27.6,34.0,23.7,0.0,85.0,63.0
2017-08-20,28.1,34.4,24.6,0.0,84.0,58.0
2017-08-21,28.6,34.5,24.7,0.0,85.0,63.0
2017-08-22,28.6,34.5,24.7,0.0,85.0,68.0
2017-08-23,27.6,33.3,23.0,1.0,94.0,82.0
2017-08-24,25.8,30.0,23.0,1.0,94.0,83.0
2017-08-25,25.8,30.0,23.8,1.0,94.0,83.0
2017-08-26,27.1,32.4,24.1,1.0,91.0,80.0
2017-08-27,27.1,33.2,23.8,1.0,88.0,66.0
2017-08-28,26.9,33.2,24.5,1.0,91.0,80.0
2017-08-29,25.6,31.5,23.8,1.0,95.0,89.0
2017-08-30,25.6,31.5,24.3,1.0,95.0,89.0
2017-08-31,27.1,33.1,24.3,1.0,90.0,72.0
2017-09-01,28.3,33.1,25.0,0.0,84.0,64.0
2017-09-02,28.6,33.6,26.0,0.0,84.0,64.0
2017-09-03,28.6,31.7,26.3,1.0,86.0,69.0
2017-09-04,27.7,31.7,26.0,1.0,89.0,74.0
2017-09-05,27.7,31.7,26.2,1.0,89.0,74.0
2017-09-06,27.8,33.1,25.5,1.0,89.0,72.0
2017-09-07,27.8,33.4,25.5,1.0,89.0,68.0
2017-09-08,27.8,33.4,25.4,0.0,89.0,68.0
2017-09-09,27.5,32.2,25.1,1.0,90.0,78.0
2017-09-10,27.5,32.2,24.9,1.0,90.0,78.0
2017-09-11,27.5,32.5,24.9,1.0,90.0,78.0
2017-09-12,27.5,33.7,24.5,1.0,85.0,63.0
2017-09-13,27.7,32.7,24.5,0.0,85.0,61.0
2017-09-14,27.7,32.7,24.5,0.0,84.0,61.0
2017-09-15,26.5,30.5,24.4,0.0,84.0,69.0
2017-09-16,26.5,30.5,23.9,1.0,84.0,69.0
2017-09-17,27.1,33.6,23.9,0.0,85.0,66.0
2017-09-18,28.0,33.7,24.4,0.0,85.0,65.0
2017-09-19,28.0,33.7,24.4,0.0,85.0,66.0
2017-09-20,27.7,33.5,24.4,1.0,85.0,65.0
2017-09-21,27.5,33.5,24.4,0.0,85.0,64.0
2017-09-22,27.0,33.5,24.4,1.0,88.0,64.0
2017-09-23,27.0,33.5,24.1,1.0,88.0,64.0
2017-09-24,26.7,30.8,24.1,0.0,90.0,78.0
2017-09-25,27.6,32.5,25.0,1.0,87.0,68.0
2017-09-26,27.6,32.5,25.0,1.0,87.0,68.0
2017-09-27,27.9,33.6,25.3,0.0,86.0,62.0
2017-09-28,27.9,33.6,25.2,0.0,86.0,62.0
2017-09-29,27.4,32.5,25.2,1.0,87.0,62.0
2017-09-30,27.4,32.5,24.8,0.0,90.0,73.0
2017-10-01,27.4,32.6,24.6,1.0,90.0,73.0
2017-10-02,27.4,32.6,24.6,1.0,90.0,73.0
2017-10-03,26.5,32.5,24.6,1.0,89.0,69.0
2017-10-04,26.5,32.5,23.9,1.0,89.0,69.0
2017-10-05,26.5,32.5,23.9,0.0,87.0,65.0
2017-10-06,26.5,32.0,23.9,1.0,87.0,65.0
2017-10-07,26.3,31.3,23.8,1.0,88.0,67.0
2017-10-08,26.3,31.3,23.5,1.0,88.0,67.0
2017-10-09,26.3,31.3,23.5,0.0,88.0,67.0
2017-10-10,25.8,29.2,23.4,1.0,92.0,88.0
2017-10-11,25.8,29.2,23.8,1.0,92.0,88.0
2017-10-12,25.0,29.2,23.4,1.0,88.0,70.0
2017-10-13,25.1,31.3,22.4,1.0,86.0,64.0
2017-10-14,24.2,28.2,21.7,0.0,82.0,64.0
2017-10-15,23.4,28.2,20.7,0.0,82.0,64.0
2017-10-16,19.8,23.1,19.0,1.0,87.0,79.0
2017-10-17,19.8,23.1,19.0,1.0,88.0,79.0
2017-10-18,20.6,23.5,19.0,1.0,87.0,76.0
2017-10-19,22.7,27.4,20.3,0.0,86.0,66.0
2017-10-20,23.3,27.4,21.6,0.0,86.0,66.0
2017-10-21,23.3,27.7,21.6,0.0,84.0,63.0
2017-10-22,23.3,25.1,21.1,0.0,77.0,62.0
2017-10-23,22.0,26.5,21.0,0.0,77.0,58.0
2017-10-24,22.0,26.5,19.6,0.0,77.0,58.0
2017-10-25,22.3,26.5,19.6,0.0,83.0,59.0
2017-10-26,23.2,26.5,21.1,0.0,86.0,63.0
2017-10-27,23.6,26.8,21.3,0.0,86.0,63.0
2017-10-28,23.9,29.3,21.4,0.0,82.0,49.0
2017-10-29,23.9,29.3,21.3,0.0,79.0,44.0
2017-10-30,18.7,27.2,14.5,0.0,79.0,40.0
2017-10-31,18.7,27.2,14.3,0.0,79.0,40.0
2017-11-01,19.3,28.3,14.3,0.0,83.0,50.0
2017-11-02,20.4,28.7,15.2,0.0,83.0,50.0
2017-11-03,20.4,29.0,15.2,0.0,79.0,42.0
2017-11-04,20.3,28.7,16.4,0.0,79.0,42.0
2017-11-05,19.9,24.1,17.1,0.0,83.0,56.0
2017-11-06,19.5,23.8,17.1,0.0,84.0,68.0
2017-11-07,19.9,24.1,17.9,0.0,85.0,59.0
2017-11-08,21.1,24.0,18.7,0.0,88.0,78.0
2017-11-09,22.5,27.0,20.5,1.0,91.0,78.0
2017-11-10,23.3,27.0,21.0,1.0,91.0,78.0
2017-11-11,23.3,27.2,21.0,0.0,90.0,75.0
2017-11-12,23.7,29.0,21.3,0.0,88.0,71.0
2017-11-13,23.7,29.0,21.0,0.0,88.0,71.0
2017-11-14,23.7,29.0,21.3,0.0,88.0,70.0
2017-11-15,23.9,28.0,21.3,0.0,87.0,70.0
2017-11-16,24.3,28.0,22.1,0.0,86.0,70.0
2017-11-17,24.3,28.0,23.7,0.0,83.0,70.0
2017-11-18,24.0,26.6,23.7,0.0,83.0,72.0
2017-11-19,19.7,21.9,18.5,0.0,82.0,72.0
2017-11-20,17.9,20.2,17.5,0.0,77.0,72.0
2017-11-21,17.4,19.6,15.4,0.0,74.0,65.0
2017-11-22,16.7,18.7,15.0,0.0,74.0,62.0
2017-11-23,15.4,17.2,14.2,0.0,74.0,60.0
2017-11-24,12.2,15.5,11.1,1.0,77.0,60.0
2017-11-25,12.2,15.5,11.1,1.0,87.0,60.0
2017-11-26,14.9,20.7,11.8,1.0,87.0,66.0
2017-11-27,15.4,22.6,12.1,0.0,87.0,59.0
2017-11-28,19.4,25.8,15.8,0.0,87.0,66.0
2017-11-29,21.0,26.9,18.0,0.0,85.0,56.0
2017-11-30,21.0,25.8,19.0,0.0,85.0,61.0
2017-12-01,20.9,24.0,19.0,0.0,82.0,61.0
2017-12-02,19.8,24.0,17.6,0.0,82.0,62.0
2017-12-03,19.8,26.1,17.2,0.0,82.0,62.0
2017-12-04,19.8,26.1,17.2,0.0,76.0,55.0
2017-12-05,19.0,24.0,15.4,0.0,76.0,54.0
2017-12-06,19.0,23.6,17.3,0.0,79.0,55.0
2017-12-07,18.2,22.3,16.4,0.0,79.0,68.0
2017-12-08,18.2,19.6,16.4,0.0,76.0,70.0
2017-12-09,16.0,19.4,14.5,0.0,76.0,70.0
2017-12-10,16.0,19.0,14.5,0.0,78.0,70.0
2017-12-11,16.0,17.2,14.2,0.0,86.0,74.0
2017-12-12,14.9,16.5,14.2,0.0,90.0,87.0
2017-12-13,14.9,16.5,14.2,1.0,90.0,87.0
2017-12-14,15.8,17.9,14.4,1.0,86.0,78.0
2017-12-15,16.1,18.5,14.8,1.0,86.0,78.0
2017-12-16,15.8,21.0,14.4,0.0,71.0,47.0
2017-12-17,13.3,21.0,10.0,0.0,71.0,42.0
2017-12-18,12.1,20.4,7.3,0.0,75.0,37.0
2017-12-19,10.9,20.4,4.9,0.0,75.0,32.0
2017-12-20,10.9,20.6,4.9,0.0,74.0,32.0
2017-12-21,12.6,20.6,5.9,0.0,74.0,39.0
2017-12-22,12.9,20.5,8.0,0.0,79.0,52.0
2017-12-23,14.0,20.5,10.4,0.0,79.0,52.0
2017-12-24,14.0,23.7,10.4,0.0,76.0,39.0
2017-12-25,14.2,23.7,7.5,0.0,76.0,39.0
2017-12-26,14.2,23.0,7.5,0.0,79.0,49.0
2017-12-27,14.9,19.2,13.3,1.0,94.0,87.0
2017-12-28,15.1,18.6,13.6,1.0,94.0,87.0
2017-12-29,17.1,18.0,15.6,1.0,93.0,87.0
2017-12-30,17.1,18.6,15.6,1.0,80.0,69.0
2017-12-31,16.4,18.0,14.8,0.0,80.0,69.0
2018-01-01,16.0,17.3,14.8,0.0,91.0,83.0
2018-01-02,16.0,17.3,15.0,1.0,95.0,91.0
2018-01-03,17.9,19.6,16.3,1.0,96.0,95.0
2018-01-04,18.6,20.7,17.8,1.0,96.0,93.0
2018-01-05,19.3,19.9,18.6,1.0,98.0,97.0
2018-01-06,19.4,20.1,18.9,1.0,98.0,97.0
2018-01-07,19.3,20.1,18.9,1.0,98.0,97.0
2018-01-08,16.4,20.1,10.0,1.0,91.0,79.0
2018-01-09,11.9,15.4,10.0,1.0,83.0,62.0
2018-01-10,11.9,15.4,9.9,0.0,78.0,60.0
2018-01-11,12.6,17.4,9.9,0.0,78.0,41.0
2018-01-12,12.6,17.4,9.9,0.0,78.0,41.0
2018-01-13,12.6,16.5,10.1,0.0,80.0,54.0
2018-01-14,13.5,16.5,11.5,0.0,84.0,67.0
2018-01-15,14.0,16.5,12.8,1.0,92.0,80.0
2018-01-16,16.7,20.8,14.2,1.0,92.0,80.0
2018-01-17,18.3,21.5,16.4,1.0,89.0,78.0
2018-01-18,18.9,21.7,16.5,0.0,88.0,76.0
2018-01-19,19.1,25.3,16.5,0.0,85.0,63.0
2018-01-20,20.2,27.0,16.5,0.0,83.0,62.0
2018-01-21,19.7,25.3,17.6,0.0,85.0,63.0
2018-01-22,20.5,25.5,18.4,1.0,86.0,69.0
2018-01-23,20.5,25.5,18.2,1.0,86.0,69.0
2018-01-24,21.0,25.5,18.4,0.0,83.0,64.0
2018-01-25,21.0,25.5,19.1,0.0,83.0,64.0
2018-01-26,21.0,23.3,19.1,1.0,90.0,86.0
2018-01-27,15.7,20.3,14.5,1.0,91.0,86.0
2018-01-28,14.1,15.2,12.5,1.0,91.0,85.0
2018-01-29,11.2,13.2,10.1,0.0,71.0,64.0
2018-01-30,10.4,12.5,8.8,0.0,71.0,56.0
2018-01-31,10.4,12.5,8.8,0.0,71.0,56.0
2018-02-01,12.1,14.2,8.8,0.0,69.0,53.0
2018-02-02,12.1,17.2,8.8,0.0,65.0,40.0
2018-02-03,11.7,14.2,9.8,0.0,61.0,50.0
2018-02-04,11.5,15.6,9.0,0.0,61.0,46.0
2018-02-05,10.8,15.6,9.0,0.0,61.0,46.0
2018-02-06,10.8,15.6,9.0,0.0,69.0,46.0
2018-02-07,11.3,16.5,9.2,0.0,69.0,41.0
2018-02-08,11.8,17.0,9.2,0.0,69.0,49.0
2018-02-09,12.3,19.0,9.2,0.0,80.0,55.0
2018-02-10,14.7,19.0,13.4,0.0,80.0,69.0
2018-02-11,14.7,16.7,13.4,0.0,75.0,71.0
2018-02-12,13.8,16.6,12.7,0.0,75.0,71.0
2018-02-13,13.8,16.6,12.7,0.0,80.0,73.0
2018-02-14,15.3,18.6,12.9,0.0,84.0,73.0
2018-02-15,18.8,25.0,15.9,0.0,84.0,71.0
2018-02-16,20.0,25.6,17.5,0.0,84.0,67.0
2018-02-17,20.0,25.0,18.2,0.0,84.0,71.0
2018-02-18,20.0,22.5,18.8,0.0,88.0,82.0
2018-02-19,20.0,22.5,19.0,1.0,92.0,86.0
2018-02-20,21.3,24.2,19.5,1.0,92.0,86.0
2018-02-21,21.3,24.2,19.5,0.0,85.0,76.0
2018-02-22,18.1,22.7,14.9,1.0,85.0,67.0
2018-02-23,16.9,22.7,14.2,0.0,83.0,72.0
2018-02-24,16.9,21.5,14.2,1.0,83.0,71.0
2018-02-25,17.9,21.5,16.5,1.0,84.0,72.0
2018-02-26,18.7,20.7,16.9,0.0,88.0,81.0
2018-02-27,18.7,20.7,17.1,1.0,88.0,81.0
2018-02-28,21.9,26.7,19.1,0.0,84.0,70.0
2018-03-01,22.5,27.0,20.2,0.0,83.0,69.0
2018-03-02,23.6,28.0,20.5,1.0,83.0,67.0
2018-03-03,24.5,29.4,21.8,1.0,82.0,65.0
2018-03-04,25.2,30.6,21.8,0.0,81.0,62.0
2018-03-05,25.2,30.6,22.6,0.0,81.0,62.0
2018-03-06,24.8,28.3,21.8,0.0,82.0,65.0
2018-03-07,24.4,27.5,21.8,1.0,82.0,65.0
2018-03-08,17.3,25.3,13.6,1.0,78.0,57.0
2018-03-09,16.8,24.9,11.1,0.0,74.0,48.0
2018-03-10,16.0,24.0,10.2,0.0,74.0,48.0
2018-03-11,16.0,20.0,10.2,0.0,84.0,62.0
2018-03-12,16.9,20.0,15.7,1.0,92.0,86.0
2018-03-13,19.1,22.0,17.3,1.0,93.0,87.0
2018-03-14,19.8,22.5,18.0,1.0,92.0,86.0
2018-03-15,22.0,24.7,19.0,0.0,89.0,78.0
