date,Ttb,Tx,Tn,R,Utb,Un
2016/03/02,16.5,24.9,10.5,,77.0,51.0
2016/03/03,18.3,20.5,16.7,,86.0,78.0
2016/03/04,18.6,20.3,17.5,,92.0,86.0
2016/03/05,19.6,22.3,18.0,0.4,92.0,87.0
2016/03/06,20.9,25.0,18.6,0.3,89.0,72.0
2016/03/07,20.3,21.3,19.7,0.0,94.0,91.0
2016/03/08,21.8,25.9,19.8,0.1,89.0,73.0
2016/03/09,24.0,27.5,21.2,,86.0,71.0
2016/03/10,20.8,25.8,18.9,,67.0,48.0
2016/03/11,17.0,19.6,14.0,,56.0,48.0
2016/03/12,13.7,16.8,12.5,,86.0,80.0
2016/03/13,16.7,21.0,13.5,,84.0,68.0
2016/03/14,18.3,21.5,16.0,,77.0,57.0
2016/03/15,17.4,19.4,15.4,,81.0,73.0
2016/03/16,17.7,20.2,16.0,0.1,92.0,82.0
2016/03/17,20.2,24.3,17.5,0.0,87.0,72.0
2016/03/18,23.2,29.3,19.7,,85.0,63.0
2016/03/19,22.7,25.0,21.6,0.0,93.0,91.0
2016/03/20,23.4,26.5,21.6,,88.0,78.0
2016/03/21,23.8,26.7,22.0,,90.0,80.0
2016/03/22,23.6,25.5,22.1,0.0,91.0,82.0
2016/03/23,23.9,28.5,22.4,2.5,89.0,81.0
2016/03/24,17.3,23.5,15.7,24.4,89.0,85.0
2016/03/25,18.3,25.0,14.2,0.6,77.0,47.0
2016/03/26,17.5,21.3,14.1,,82.0,59.0
2016/03/27,17.1,19.3,15.8,,85.0,61.0
2016/03/28,17.3,20.9,15.0,,83.0,62.0
2016/03/29,16.6,18.5,15.4,0.8,95.0,93.0
2016/03/30,18.4,20.5,16.8,1.7,96.0,93.0
2016/03/31,19.6,20.4,18.5,,93.0,83.0
2016/04/01,20.8,22.7,19.4,0.0,94.0,89.0
2016/04/02,21.6,23.1,20.6,2.5,98.0,97.0
2016/04/03,23.8,27.5,21.0,5.4,89.0,74.0
2016/04/04,25.1,29.7,22.5,,84.0,66.0
2016/04/05,24.1,29.7,22.9,0.1,91.0,82.0
2016/04/06,23.9,26.0,23.0,0.0,93.0,90.0
2016/04/07,25.7,31.4,22.6,0.5,83.0,60.0
2016/04/08,24.9,27.8,23.4,,87.0,76.0
2016/04/09,24.7,27.5,22.7,5.9,86.0,75.0
2016/04/10,26.4,32.0,23.0,0.1,83.0,67.0
2016/04/11,27.0,31.3,24.5,,70.0,59.0
2016/04/12,25.8,29.2,23.7,,86.0,77.0
2016/04/13,27.6,33.0,24.0,,81.0,63.0
2016/04/14,27.3,31.8,24.7,,85.0,69.0
2016/04/15,27.8,33.0,25.1,,84.0,66.0
2016/04/16,28.7,35.1,24.8,,81.0,62.0
2016/04/17,26.8,30.2,25.0,,85.0,77.0
2016/04/18,21.8,28.2,17.3,5.7,71.0,46.0
2016/04/19,21.9,24.1,19.5,2.9,87.0,79.0
2016/04/20,22.2,25.0,20.0,29.6,91.0,87.0
2016/04/21,23.6,26.4,21.8,0.4,91.0,81.0
2016/04/22,21.8,26.1,19.6,39.0,92.0,86.0
2016/04/23,24.3,30.7,19.8,,82.0,65.0
2016/04/24,26.1,30.6,23.3,,83.0,72.0
2016/04/25,26.4,30.6,23.0,,80.0,63.0
2016/04/26,27.8,33.5,23.0,,78.0,58.0
2016/04/27,27.1,30.8,25.5,,78.0,50.0
2016/04/28,26.3,30.6,22.9,,78.0,59.0
2016/04/29,25.0,27.8,23.6,,85.0,82.0
2016/04/30,26.1,30.6,22.9,,82.0,65.0
2016/05/01,25.5,29.4,22.6,,84.0,76.0
2016/05/02,27.6,32.6,24.4,,78.0,65.0
2016/05/03,28.5,34.0,25.2,,80.0,59.0
2016/05/04,28.1,32.5,25.0,,81.0,65.0
2016/05/05,28.8,32.7,25.7,,77.0,62.0
2016/05/06,29.5,33.7,26.2,,77.0,63.0
2016/05/07,29.5,33.4,26.6,,77.0,63.0
2016/05/08,28.7,33.7,25.6,,80.0,71.0
2016/05/09,29.4,33.4,26.5,,79.0,67.0
2016/05/10,28.4,33.3,25.5,,73.0,53.0
2016/05/11,27.3,33.4,22.7,,74.0,44.0
2016/05/12,27.0,29.5,25.3,,79.0,64.0
2016/05/13,25.4,27.5,24.6,17.9,94.0,91.0
2016/05/14,26.1,30.1,24.2,0.0,88.0,77.0
2016/05/15,25.4,28.8,24.1,0.1,74.0,47.0
2016/05/16,24.3,30.7,18.4,,61.0,34.0
2016/05/17,23.6,30.4,17.5,,76.0,54.0
2016/05/18,24.9,27.6,22.0,,80.0,73.0
2016/05/19,27.7,31.6,24.6,,83.0,74.0
2016/05/20,27.7,32.5,25.5,1.4,80.0,64.0
2016/05/21,27.9,33.0,23.8,1.1,78.0,55.0
2016/05/22,27.2,30.5,25.3,,76.0,60.0
2016/05/23,25.4,27.6,23.6,3.1,90.0,83.0
2016/05/24,23.9,25.3,22.0,22.4,90.0,87.0
2016/05/25,24.5,29.8,21.6,25.1,93.0,86.0
2016/05/26,26.4,31.1,24.8,16.0,94.0,88.0
2016/05/27,28.3,33.2,25.5,5.3,88.0,75.0
2016/05/28,29.3,34.3,25.5,,81.0,64.0
2016/05/29,28.3,34.4,25.0,4.1,84.0,69.0
2016/05/30,27.5,31.1,25.2,0.4,88.0,79.0
2016/05/31,29.6,34.8,25.6,,79.0,57.0
2016/06/01,30.8,35.5,26.4,,75.0,57.0
2016/06/02,30.8,37.6,26.1,,76.0,58.0
2016/06/03,30.7,37.2,25.7,,76.0,56.0
2016/06/04,29.5,33.9,25.0,0.0,80.0,66.0
2016/06/05,27.7,33.4,25.5,1.2,86.0,69.0
2016/06/06,28.4,34.9,24.0,,80.0,60.0
2016/06/07,30.0,34.7,26.1,,78.0,58.0
2016/06/08,28.7,34.0,25.0,4.0,81.0,60.0
2016/06/09,28.7,34.4,24.8,,79.0,60.0
2016/06/10,28.2,33.7,25.1,29.2,86.0,72.0
2016/06/11,30.4,35.0,26.8,0.1,78.0,53.0
2016/06/12,29.6,33.6,26.5,,81.0,62.0
2016/06/13,30.1,35.0,26.0,,81.0,62.0
2016/06/14,30.6,36.4,26.0,,78.0,56.0
2016/06/15,30.9,37.3,26.3,,75.0,51.0
2016/06/16,26.0,32.7,23.3,20.4,84.0,71.0
2016/06/17,26.7,31.6,24.0,,85.0,68.0
2016/06/18,28.7,33.7,24.2,0.9,82.0,68.0
2016/06/19,27.9,33.8,24.0,4.9,85.0,68.0
2016/06/20,28.6,32.9,25.5,1.7,86.0,72.0
2016/06/21,30.3,34.7,27.0,,75.0,60.0
2016/06/22,29.8,35.3,25.5,,74.0,58.0
2016/06/23,28.1,33.3,25.0,0.2,81.0,69.0
2016/06/24,29.4,35.7,24.7,,75.0,54.0
2016/06/25,29.5,35.5,25.5,,79.0,53.0
2016/06/26,29.6,35.6,24.9,7.0,80.0,56.0
2016/06/27,29.8,35.7,26.3,1.2,78.0,56.0
2016/06/28,30.1,36.4,26.0,1.6,79.0,52.0
2016/06/29,28.6,36.6,25.4,90.0,80.0,57.0
2016/06/30,27.1,30.3,25.2,0.2,89.0,77.0
2016/07/01,27.4,31.3,25.2,46.9,92.0,83.0
2016/07/02,27.1,29.8,26.1,25.7,95.0,92.0
2016/07/03,28.1,32.5,25.7,15.5,89.0,74.0
2016/07/04,28.4,32.0,26.5,2.5,89.0,73.0
2016/07/05,27.0,30.0,26.0,18.1,93.0,85.0
2016/07/06,27.1,30.8,25.1,11.2,88.0,65.0
2016/07/07,26.8,32.2,25.0,43.6,91.0,78.0
2016/07/08,28.6,34.3,24.5,,80.0,57.0
2016/07/09,29.6,35.1,25.6,,82.0,65.0
2016/07/10,31.0,35.8,27.6,,83.0,62.0
2016/07/11,30.7,36.0,26.7,,81.0,58.0
2016/07/12,29.7,34.6,27.1,,80.0,67.0
2016/07/13,29.0,33.0,26.4,,84.0,71.0
2016/07/14,28.6,32.3,26.1,16.6,87.0,74.0
2016/07/15,28.5,34.5,25.1,36.2,84.0,70.0
2016/07/16,28.5,34.6,23.7,7.4,83.0,65.0
2016/07/17,29.9,34.5,25.6,,79.0,68.0
2016/07/18,30.1,34.3,27.0,2.9,82.0,64.0
2016/07/19,30.1,33.8,27.0,3.1,81.0,66.0
2016/07/20,29.4,33.5,27.5,1.7,79.0,65.0
2016/07/21,28.1,33.6,25.1,0.6,85.0,65.0
2016/07/22,27.1,33.2,23.4,4.5,84.0,68.0
2016/07/23,29.3,34.3,25.9,,81.0,63.0
2016/07/24,29.1,34.5,24.7,,77.0,57.0
2016/07/25,29.9,35.6,25.8,,76.0,53.0
2016/07/26,30.4,36.4,26.3,,78.0,53.0
2016/07/27,28.5,34.5,24.2,27.4,77.0,49.0
2016/07/28,24.9,27.8,24.1,36.1,90.0,77.0
2016/07/29,26.8,31.3,24.0,30.5,88.0,75.0
2016/07/30,28.3,34.2,24.9,0.2,81.0,54.0
2016/07/31,28.5,35.2,23.7,,80.0,59.0
2016/08/01,30.1,37.1,25.5,,79.0,52.0
2016/08/02,30.9,37.3,26.2,,76.0,50.0
2016/08/03,26.6,33.1,24.6,34.6,92.0,88.0
2016/08/04,26.8,32.1,25.3,21.2,92.0,82.0
2016/08/05,27.7,32.5,24.5,,84.0,60.0
2016/08/06,28.6,33.7,24.8,,82.0,59.0
2016/08/07,29.4,34.6,25.8,,84.0,65.0
2016/08/08,28.9,35.0,23.5,1.5,79.0,63.0
2016/08/09,30.1,35.2,26.1,,81.0,64.0
2016/08/10,28.0,34.3,24.5,53.3,81.0,64.0
2016/08/11,27.9,33.5,25.7,6.5,87.0,65.0
2016/08/12,27.3,31.5,25.3,4.7,90.0,76.0
2016/08/13,26.3,28.0,25.4,42.6,96.0,95.0
2016/08/14,27.7,32.6,25.4,2.1,84.0,62.0
2016/08/15,26.3,31.7,23.6,16.7,89.0,72.0
2016/08/16,26.3,28.4,25.0,14.0,95.0,92.0
2016/08/17,28.6,33.7,25.1,0.1,88.0,70.0
2016/08/18,30.4,36.3,27.6,0.3,84.0,63.0
2016/08/19,27.0,30.2,24.9,30.2,84.0,76.0
2016/08/20,25.8,30.0,24.7,4.4,93.0,90.0
2016/08/21,28.1,33.5,25.0,,85.0,64.0
2016/08/22,26.9,31.5,25.3,57.7,91.0,83.0
2016/08/23,27.8,32.5,24.7,0.1,87.0,66.0
2016/08/24,29.1,35.5,25.5,,82.0,56.0
2016/08/25,29.4,36.0,25.4,,82.0,59.0
2016/08/26,29.4,34.4,26.2,,85.0,67.0
2016/08/27,28.0,34.3,25.2,0.4,84.0,59.0
2016/08/28,26.7,30.4,25.0,0.6,88.0,67.0
2016/08/29,26.9,31.7,24.5,,82.0,54.0
2016/08/30,27.6,33.8,24.4,,82.0,61.0
2016/08/31,28.3,32.9,24.9,,84.0,67.0
2016/09/01,27.9,33.3,25.4,13.2,90.0,74.0
2016/09/02,27.0,32.9,24.0,7.1,87.0,71.0
2016/09/03,28.3,31.9,26.1,,88.0,77.0
2016/09/04,28.9,34.0,25.5,,83.0,59.0
2016/09/05,28.9,34.6,25.1,,82.0,55.0
2016/09/06,27.7,32.4,26.1,4.4,90.0,80.0
2016/09/07,25.9,27.7,25.1,43.5,96.0,95.0
2016/09/08,27.9,34.1,25.0,,86.0,62.0
2016/09/09,28.1,33.0,25.3,26.1,89.0,73.0
2016/09/10,24.8,29.7,23.2,10.9,95.0,93.0
2016/09/11,24.7,28.2,22.6,,85.0,70.0
2016/09/12,25.7,30.3,23.0,,87.0,72.0
2016/09/13,27.2,32.1,23.3,0.1,87.0,65.0
2016/09/14,27.5,33.6,23.5,,86.0,60.0
2016/09/15,28.4,34.3,25.4,,86.0,66.0
2016/09/16,28.0,33.8,24.1,,81.0,50.0
2016/09/17,27.9,32.9,24.2,,84.0,63.0
2016/09/18,27.6,33.7,24.2,1.8,82.0,51.0
2016/09/19,27.4,32.7,24.5,,83.0,57.0
2016/09/20,26.0,32.2,22.4,,82.0,50.0
2016/09/21,25.3,32.2,20.7,,82.0,58.0
2016/09/22,25.0,32.4,20.6,,80.0,48.0
2016/09/23,25.4,32.7,21.0,,81.0,51.0
2016/09/24,26.1,30.5,24.1,9.3,86.0,64.0
2016/09/25,26.8,31.6,24.0,2.5,88.0,68.0
2016/09/26,28.0,33.5,24.8,,85.0,60.0
2016/09/27,28.4,34.7,24.6,,84.0,62.0
2016/09/28,27.9,34.0,25.1,0.3,85.0,66.0
2016/09/29,27.2,34.3,23.0,,79.0,49.0
2016/09/30,26.8,33.6,22.7,,78.0,51.0
2016/10/01,26.0,31.4,22.4,,83.0,61.0
2016/10/02,25.6,31.8,20.8,,82.0,52.0
2016/10/03,25.8,32.1,21.7,,81.0,53.0
2016/10/04,26.4,34.5,22.3,,81.0,47.0
2016/10/05,26.0,31.8,23.8,0.0,87.0,68.0
2016/10/06,26.5,33.4,22.2,,77.0,40.0
2016/10/07,25.2,34.3,19.9,,77.0,40.0
2016/10/08,25.8,33.8,20.6,,79.0,46.0
2016/10/09,26.4,31.5,23.1,,82.0,57.0
2016/10/10,26.1,30.4,23.9,,80.0,60.0
2016/10/11,26.0,30.9,23.5,,79.0,54.0
2016/10/12,26.0,31.4,23.5,,79.0,53.0
2016/10/13,25.1,29.1,23.8,,67.0,57.0
2016/10/14,25.1,31.2,20.1,,78.0,47.0
2016/10/15,25.3,28.6,23.5,,81.0,63.0
2016/10/16,25.8,33.9,21.6,,78.0,47.0
2016/10/17,26.4,34.0,21.2,,78.0,45.0
2016/10/18,25.7,31.7,20.5,,71.0,45.0
2016/10/19,24.0,28.1,22.0,9.7,81.0,60.0
2016/10/20,25.2,32.4,21.8,,83.0,59.0
2016/10/21,26.1,33.6,22.5,,83.0,59.0
2016/10/22,27.2,33.7,23.8,,81.0,51.0
2016/10/23,26.6,32.8,24.0,,83.0,62.0
2016/10/24,27.2,33.7,24.2,,82.0,56.0
2016/10/25,25.5,29.0,24.1,19.4,93.0,84.0
2016/10/26,26.0,31.3,23.4,1.1,93.0,80.0
2016/10/27,26.5,32.3,22.9,,84.0,57.0
2016/10/28,26.2,31.6,22.9,,85.0,60.0
2016/10/29,26.2,31.2,23.5,2.6,77.0,55.0
2016/10/30,22.2,26.3,21.1,,76.0,69.0
2016/10/31,20.6,22.2,19.3,7.5,94.0,92.0
2016/11/01,21.7,23.9,21.0,0.2,74.0,65.0
2016/11/02,21.0,24.7,20.0,,76.0,65.0
2016/11/03,22.4,28.9,19.5,,69.0,51.0
2016/11/04,21.3,28.5,17.1,,82.0,53.0
2016/11/05,20.8,26.6,17.0,,85.0,61.0
2016/11/06,23.5,26.7,21.4,,86.0,73.0
2016/11/07,23.5,26.0,22.4,0.0,94.0,90.0
2016/11/08,20.7,23.8,18.2,20.0,91.0,74.0
2016/11/09,15.9,18.2,15.1,0.6,89.0,84.0
2016/11/10,15.9,18.1,15.0,1.0,80.0,67.0
2016/11/11,17.3,22.5,14.4,,83.0,57.0
2016/11/12,19.4,22.9,17.2,,88.0,78.0
2016/11/13,22.1,26.0,20.0,,92.0,84.0
2016/11/14,23.4,25.8,22.2,2.1,96.0,94.0
2016/11/15,24.6,28.5,22.9,1.2,91.0,76.0
2016/11/16,23.6,29.0,20.3,,89.0,69.0
2016/11/17,23.4,29.8,21.0,,83.0,54.0
2016/11/18,22.3,28.3,19.1,,88.0,69.0
2016/11/19,23.7,31.1,19.9,,85.0,56.0
2016/11/20,24.2,32.0,20.0,,82.0,53.0
2016/11/21,23.6,31.1,18.2,0.3,87.0,67.0
2016/11/22,24.2,31.3,19.0,,86.0,62.0
2016/11/23,23.4,28.7,21.4,,85.0,71.0
2016/11/24,17.5,22.5,16.2,,74.0,70.0
2016/11/25,16.5,18.4,15.5,,83.0,74.0
2016/11/26,17.5,22.2,16.0,,70.0,51.0
2016/11/27,16.0,26.0,10.1,,75.0,39.0
2016/11/28,16.4,25.4,11.4,,75.0,37.0
2016/11/29,15.2,21.6,10.0,,76.0,46.0
2016/11/30,18.5,21.6,16.8,,61.0,55.0
2016/12/01,16.9,24.8,11.2,,71.0,41.0
2016/12/02,18.5,26.6,14.2,,75.0,39.0
2016/12/03,18.0,25.3,12.6,,81.0,49.0
2016/12/04,20.4,28.7,16.9,,79.0,46.0
2016/12/05,19.2,24.4,15.2,,86.0,67.0
2016/12/06,20.0,26.8,17.3,,71.0,37.0
2016/12/07,16.5,26.8,10.2,,76.0,35.0
2016/12/08,17.2,27.3,11.4,,75.0,32.0
2016/12/09,17.7,27.4,11.8,,78.0,41.0
2016/12/10,17.3,26.0,12.3,,81.0,48.0
2016/12/11,17.4,25.8,12.2,,81.0,48.0
2016/12/12,20.9,27.3,17.7,,82.0,62.0
2016/12/13,21.9,28.8,18.7,0.8,86.0,64.0
2016/12/14,20.0,22.7,19.1,,75.0,66.0
2016/12/15,17.1,19.2,16.6,,68.0,63.0
2016/12/16,17.1,20.6,16.0,,58.0,44.0
2016/12/17,16.5,22.6,11.0,,68.0,36.0
2016/12/18,15.3,20.0,10.9,,81.0,57.0
2016/12/19,17.6,19.6,16.6,0.0,92.0,88.0
2016/12/20,20.4,24.6,18.1,1.2,93.0,83.0
2016/12/21,22.9,29.4,20.0,0.1,85.0,62.0
2016/12/22,20.3,24.5,19.0,0.3,73.0,49.0
2016/12/23,18.6,26.6,13.9,,77.0,43.0
2016/12/24,18.8,23.2,14.9,,87.0,69.0
2016/12/25,21.5,25.7,19.1,,86.0,70.0
2016/12/26,23.4,30.1,20.5,,75.0,51.0
2016/12/27,17.6,21.5,15.0,,57.0,47.0
2016/12/28,13.8,22.7,7.6,,76.0,36.0
2016/12/29,14.1,23.2,8.3,,74.0,36.0
2016/12/30,14.5,24.2,7.1,,72.0,33.0
2016/12/31,15.1,22.5,9.0,,74.0,40.0
2017/01/01,16.4,18.4,15.5,5.9,93.0,89.0
2017/01/02,19.2,23.7,16.4,0.4,89.0,69.0
2017/01/03,20.3,24.5,18.5,,91.0,81.0
2017/01/04,20.9,25.7,18.0,,86.0,62.0
2017/01/05,19.0,21.7,18.0,1.0,93.0,87.0
2017/01/06,19.1,22.2,17.3,0.6,94.0,84.0
2017/01/07,20.8,27.0,18.1,,85.0,61.0
2017/01/08,20.5,28.4,17.0,,82.0,52.0
2017/01/09,21.2,26.1,18.1,,85.0,67.0
2017/01/10,20.5,23.2,19.5,17.3,93.0,83.0
2017/01/11,18.2,20.6,17.4,54.0,98.0,96.0
2017/01/12,13.9,17.4,12.1,35.5,96.0,94.0
2017/01/13,14.0,17.9,11.8,0.1,76.0,63.0
2017/01/14,14.9,18.7,12.9,,80.0,64.0
2017/01/15,15.4,17.8,13.9,,79.0,67.0
2017/01/16,15.6,18.2,14.0,,83.0,72.0
2017/01/17,15.9,18.6,14.5,,84.0,68.0
2017/01/18,16.5,19.5,14.7,,88.0,78.0
2017/01/19,18.7,23.2,16.7,0.1,85.0,69.0
2017/01/20,16.7,19.1,15.1,,72.0,61.0
2017/01/21,15.0,16.9,14.3,,77.0,73.0
2017/01/22,17.0,23.1,14.2,,69.0,50.0
2017/01/23,15.2,21.5,13.3,,79.0,50.0
2017/01/24,15.0,24.0,9.4,,81.0,49.0
2017/01/25,19.1,25.9,15.4,,79.0,49.0
2017/01/26,19.4,23.4,17.2,,81.0,58.0
2017/01/27,18.6,24.1,15.7,,81.0,59.0
2017/01/28,19.2,25.0,15.6,,76.0,54.0
2017/01/29,19.1,25.5,13.9,,79.0,55.0
2017/01/30,19.2,25.7,14.4,,83.0,53.0
2017/01/31,18.3,23.3,15.3,,84.0,60.0
2017/02/01,18.1,22.9,15.2,,89.0,78.0
2017/02/02,19.9,24.2,17.6,,83.0,65.0
2017/02/03,19.4,21.6,18.2,0.1,86.0,77.0
2017/02/04,20.5,28.0,17.7,17.4,84.0,59.0
2017/02/05,18.8,23.6,16.7,,89.0,75.0
2017/02/06,18.8,22.2,17.3,,85.0,61.0
2017/02/07,19.8,23.7,17.6,,85.0,72.0
2017/02/08,20.4,26.2,18.0,,80.0,64.0
2017/02/09,16.2,18.2,15.5,,58.0,53.0
2017/02/10,14.3,17.0,12.5,,60.0,58.0
2017/02/11,14.6,17.5,12.5,,58.0,49.0
2017/02/12,15.0,20.3,12.6,,76.0,43.0
2017/02/13,14.4,21.8,10.1,,77.0,45.0
2017/02/14,15.6,23.6,9.3,,75.0,43.0
2017/02/15,17.3,22.2,12.9,,83.0,60.0
2017/02/16,19.1,25.0,16.5,0.5,84.0,67.0
2017/02/17,20.1,26.4,16.3,,79.0,53.0
2017/02/18,20.6,27.1,16.8,,76.0,45.0
2017/02/19,19.1,27.3,12.5,,73.0,41.0
2017/02/20,18.9,22.4,16.5,0.1,91.0,89.0
2017/02/21,22.3,27.2,20.1,,83.0,71.0
2017/02/22,24.2,29.0,20.9,,80.0,60.0
2017/02/23,19.0,25.2,16.2,,73.0,60.0
2017/02/24,14.5,16.4,13.0,,63.0,60.0
2017/02/25,13.5,16.6,11.7,,69.0,64.0
2017/02/26,14.9,18.7,11.9,,74.0,51.0
2017/02/27,15.9,19.7,13.3,,71.0,50.0
2017/02/28,15.7,18.1,14.0,,79.0,62.0
2017/03/01,16.5,19.4,15.2,,79.0,69.0
2017/03/02,18.0,24.6,13.7,,71.0,39.0
2017/03/03,17.1,24.5,11.4,,76.0,52.0
2017/03/04,18.0,20.5,15.5,0.5,94.0,92.0
2017/03/05,20.4,24.0,18.7,0.2,92.0,86.0
2017/03/06,20.9,22.9,19.7,,78.0,59.0
2017/03/07,16.7,20.0,15.8,0.0,83.0,78.0
2017/03/08,16.9,19.0,15.4,,77.0,64.0
2017/03/09,15.3,17.3,14.1,14.4,93.0,92.0
2017/03/10,17.6,22.3,15.0,1.4,90.0,76.0
2017/03/11,19.9,24.0,17.4,0.0,89.0,70.0
2017/03/12,21.2,22.9,19.8,3.7,95.0,91.0
2017/03/13,24.0,29.2,21.3,0.7,86.0,67.0
2017/03/14,23.8,29.0,21.6,,82.0,60.0
2017/03/15,19.5,21.7,18.3,0.0,87.0,78.0
2017/03/16,19.3,21.0,18.7,6.0,96.0,91.0
2017/03/17,18.6,19.8,17.6,3.9,98.0,97.0
2017/03/18,21.4,24.3,19.6,8.3,97.0,94.0
2017/03/19,20.7,22.2,19.4,35.8,96.0,95.0
2017/03/20,23.0,26.3,21.0,2.0,95.0,90.0
2017/03/21,23.0,27.2,21.7,7.5,94.0,83.0
2017/03/22,23.7,28.5,20.3,17.2,86.0,77.0
2017/03/23,25.0,29.6,21.8,,82.0,66.0
2017/03/24,25.3,28.8,22.4,,83.0,67.0
2017/03/25,21.4,25.8,18.0,0.2,78.0,65.0
2017/03/26,17.8,20.7,17.5,0.2,63.0,58.0
2017/03/27,16.9,21.4,13.3,,78.0,51.0
2017/03/28,18.4,23.9,15.4,4.6,85.0,74.0
2017/03/29,21.4,25.0,19.0,,85.0,69.0
2017/03/30,23.1,27.8,20.6,,87.0,77.0
2017/03/31,20.3,24.8,18.4,30.4,91.0,79.0
2017/04/01,19.7,27.6,14.2,,73.0,41.0
2017/04/02,19.4,26.0,14.9,0.0,79.0,44.0
2017/04/03,19.7,22.6,15.2,,84.0,60.0
2017/04/04,21.2,22.6,20.6,,91.0,90.0
2017/04/05,21.4,22.7,20.6,0.0,91.0,89.0
2017/04/06,23.3,27.7,20.8,0.0,89.0,78.0
2017/04/07,24.8,27.9,23.1,,89.0,78.0
2017/04/08,24.7,26.9,23.3,0.3,92.0,86.0
2017/04/09,26.0,30.4,23.6,0.1,87.0,70.0
2017/04/10,27.7,33.2,24.0,,82.0,63.0
2017/04/11,28.1,35.4,24.5,,82.0,61.0
2017/04/12,23.3,28.4,19.1,6.7,74.0,67.0
2017/04/13,22.2,26.4,20.0,,77.0,59.0
2017/04/14,21.7,25.4,19.0,,84.0,65.0
2017/04/15,23.0,25.5,21.3,,88.0,81.0
2017/04/16,24.5,27.9,22.9,0.1,93.0,88.0
2017/04/17,24.4,28.2,23.0,15.7,94.0,88.0
2017/04/18,20.9,26.1,19.0,31.8,93.0,89.0
2017/04/19,24.7,30.5,21.6,2.3,87.0,73.0
2017/04/20,27.1,32.2,24.0,,83.0,63.0
2017/04/21,25.1,33.1,20.8,3.8,80.0,52.0
2017/04/22,21.0,24.6,18.3,8.3,70.0,53.0
2017/04/23,20.5,22.7,18.7,0.0,84.0,70.0
2017/04/24,20.3,21.7,18.8,0.5,93.0,89.0
2017/04/25,21.7,25.5,20.2,0.3,95.0,92.0
2017/04/26,25.0,30.6,21.7,1.1,85.0,70.0
2017/04/27,23.3,27.1,20.7,4.7,77.0,68.0
2017/04/28,22.8,27.6,19.3,,69.0,53.0
2017/04/29,23.3,29.2,19.8,,79.0,57.0
2017/04/30,23.4,25.7,21.6,,84.0,80.0
2017/05/01,26.6,32.0,23.0,,82.0,61.0
2017/05/02,28.3,32.5,25.3,,79.0,65.0
2017/05/03,28.5,32.5,25.5,,82.0,67.0
2017/05/04,29.0,33.6,25.8,,69.0,47.0
2017/05/05,25.8,30.5,22.2,,79.0,61.0
2017/05/06,26.3,30.9,24.2,0.0,85.0,77.0
2017/05/07,27.2,32.7,23.5,,79.0,53.0
2017/05/08,28.4,33.5,24.8,,76.0,58.0
2017/05/09,26.7,32.6,22.6,4.6,81.0,60.0
2017/05/10,27.7,32.7,24.4,,76.0,60.0
2017/05/11,27.5,32.5,24.2,8.5,81.0,60.0
2017/05/12,25.4,30.5,20.9,3.1,81.0,61.0
2017/05/13,26.7,33.8,22.0,,76.0,47.0
2017/05/14,27.1,31.5,24.2,,80.0,61.0
2017/05/15,25.8,31.6,22.0,90.0,79.0,55.0
2017/05/16,26.2,32.4,21.6,,73.0,42.0
2017/05/17,22.9,27.9,20.3,4.9,87.0,73.0
2017/05/18,20.3,21.4,19.5,8.5,96.0,94.0
2017/05/19,21.4,23.0,20.5,9.9,96.0,90.0
2017/05/20,24.5,29.3,21.3,10.2,88.0,70.0
2017/05/21,25.8,30.5,23.8,1.2,90.0,80.0
2017/05/22,27.8,32.2,25.2,,89.0,81.0
2017/05/23,29.2,33.7,26.7,,87.0,78.0
2017/05/24,26.7,31.3,25.0,43.5,78.0,60.0
2017/05/25,25.7,29.4,23.7,,61.0,53.0
2017/05/26,25.4,32.2,20.2,,66.0,41.0
2017/05/27,25.1,33.4,18.6,,72.0,38.0
2017/05/28,25.2,34.1,18.6,,73.0,38.0
2017/05/29,25.5,33.1,19.5,,72.0,46.0
2017/05/30,26.9,32.6,22.4,,78.0,57.0
2017/05/31,28.1,32.4,24.6,,82.0,69.0
2017/06/01,29.8,34.1,26.5,,81.0,66.0
2017/06/02,30.3,37.3,24.5,,75.0,52.0
2017/06/03,31.3,39.0,25.0,,70.0,38.0
2017/06/04,30.9,38.2,24.5,,75.0,51.0
2017/06/05,31.3,37.6,25.5,,72.0,47.0
2017/06/06,28.5,35.5,25.8,16.8,83.0,60.0
2017/06/07,25.6,30.0,23.5,27.7,90.0,79.0
2017/06/08,28.2,33.1,25.0,,80.0,56.0
2017/06/09,28.4,32.7,25.6,17.9,83.0,68.0
2017/06/10,27.9,33.3,25.6,1.1,85.0,74.0
2017/06/11,29.1,33.5,25.9,,82.0,64.0
2017/06/12,28.8,33.4,26.6,,84.0,73.0
2017/06/13,26.9,29.8,24.3,25.4,92.0,87.0
2017/06/14,27.0,31.6,25.3,18.8,92.0,78.0
2017/06/15,27.8,33.0,25.3,18.9,90.0,71.0
2017/06/16,26.4,29.0,25.1,17.6,95.0,89.0
2017/06/17,24.9,28.0,22.5,7.6,93.0,91.0
2017/06/18,26.7,30.2,24.5,0.6,88.0,68.0
2017/06/19,27.0,29.8,25.2,1.0,90.0,81.0
2017/06/20,27.2,29.9,25.9,0.0,90.0,82.0
2017/06/21,28.8,33.4,25.6,,85.0,67.0
2017/06/22,29.0,34.4,26.5,,86.0,65.0
