date,Ttb,Tx,Tn,R,Utb,Un
2017/06/23,27.0,29.3,25.6,2.3,96.0,93.0
2017/06/24,28.7,34.7,23.8,14.2,86.0,68.0
2017/06/25,29.4,33.5,26.8,0.0,83.0,68.0
2017/06/26,27.7,31.0,25.6,6.4,90.0,81.0
2017/06/27,27.4,32.6,24.8,20.5,89.0,78.0
2017/06/28,26.5,29.5,23.4,21.5,92.0,87.0
2017/06/29,25.1,29.8,23.5,46.4,93.0,82.0
2017/06/30,26.3,30.5,22.9,1.8,89.0,77.0
2017/07/01,27.1,29.7,25.5,14.0,95.0,91.0
2017/07/02,27.3,30.4,25.2,1.4,91.0,79.0
2017/07/03,25.1,28.0,24.5,57.7,98.0,97.0
2017/07/04,26.0,29.6,24.5,6.2,93.0,80.0
2017/07/05,27.3,33.2,25.0,0.7,88.0,67.0
2017/07/06,27.4,32.7,25.4,25.6,89.0,73.0
2017/07/07,27.6,32.2,25.5,,89.0,74.0
2017/07/08,26.9,30.6,24.9,13.6,90.0,84.0
2017/07/09,27.0,30.5,24.6,1.2,88.0,75.0
2017/07/10,26.4,28.6,24.5,41.1,95.0,93.0
2017/07/11,26.3,30.5,24.5,41.1,93.0,84.0
2017/07/12,26.4,30.7,24.8,18.7,90.0,70.0
2017/07/13,26.6,30.8,24.4,0.4,92.0,85.0
2017/07/14,27.5,32.9,24.8,9.4,87.0,64.0
2017/07/15,26.4,33.2,25.2,12.9,93.0,83.0
2017/07/16,26.6,31.0,24.5,6.9,90.0,80.0
2017/07/17,27.4,31.7,25.2,6.8,86.0,69.0
2017/07/18,26.9,33.0,24.9,14.3,90.0,72.0
2017/07/19,27.1,32.0,24.9,2.6,89.0,73.0
2017/07/20,27.4,31.5,25.3,2.8,87.0,69.0
2017/07/21,26.7,31.0,24.8,1.4,92.0,80.0
2017/07/22,27.4,33.4,24.2,0.1,86.0,65.0
2017/07/23,29.0,34.8,24.8,,80.0,52.0
2017/07/24,29.1,35.5,25.0,,81.0,53.0
2017/07/25,27.5,34.3,24.5,32.6,87.0,68.0
2017/07/26,28.6,35.0,25.5,5.0,82.0,59.0
2017/07/27,28.7,35.0,24.5,,81.0,57.0
2017/07/28,28.1,34.3,25.0,0.2,85.0,59.0
2017/07/29,29.7,37.4,24.9,,80.0,56.0
2017/07/30,30.9,37.9,26.4,,80.0,58.0
2017/07/31,29.4,36.4,26.0,6.4,86.0,64.0
2017/08/01,27.8,33.7,24.3,1.1,86.0,70.0
2017/08/02,26.7,33.5,26.3,5.5,94.0,93.0
2017/08/03,27.5,32.8,25.2,3.1,91.0,79.0
2017/08/04,26.3,28.8,25.6,36.5,96.0,96.0
2017/08/05,26.7,32.0,25.3,8.3,95.0,90.0
2017/08/06,28.1,33.1,25.1,22.4,89.0,70.0
2017/08/07,28.7,34.0,24.5,0.2,82.0,63.0
2017/08/08,29.5,34.3,26.3,,87.0,69.0
2017/08/09,28.7,33.6,26.8,,87.0,71.0
2017/08/10,27.2,31.7,24.0,33.7,89.0,77.0
2017/08/11,29.3,34.9,25.7,,85.0,62.0
2017/08/12,28.9,32.9,25.0,0.0,86.0,72.0
2017/08/13,28.6,31.8,27.0,4.1,91.0,85.0
2017/08/14,27.8,32.2,26.6,39.7,91.0,75.0
2017/08/15,25.0,26.7,23.8,59.6,96.0,95.0
2017/08/16,26.3,29.4,24.5,8.7,90.0,76.0
2017/08/17,25.6,28.2,24.0,18.8,94.0,86.0
2017/08/18,26.5,32.0,23.7,3.6,90.0,76.0
2017/08/19,27.6,34.0,23.6,,84.0,57.0
2017/08/20,28.1,34.4,24.6,,85.0,63.0
2017/08/21,28.6,34.5,24.7,,82.0,58.0
2017/08/22,29.1,35.3,24.8,,85.0,68.0
2017/08/23,27.6,33.3,23.0,39.9,94.0,82.0
2017/08/24,23.9,25.2,23.0,25.4,98.0,96.0
2017/08/25,25.8,30.0,24.1,20.2,94.0,83.0
2017/08/26,27.1,32.4,23.8,9.4,88.0,63.0
2017/08/27,27.2,33.2,24.5,0.1,91.0,80.0
2017/08/28,26.9,33.6,22.8,31.5,88.0,66.0
2017/08/29,25.6,31.5,24.5,26.9,95.0,89.0
2017/08/30,25.5,27.4,23.8,17.8,95.0,90.0
2017/08/31,27.1,33.1,24.3,0.0,90.0,72.0
2017/09/01,28.3,33.9,25.0,,84.0,62.0
2017/09/02,29.5,29.9,26.3,,82.0,64.0
2017/09/03,28.6,33.6,26.0,2.1,86.0,69.0
2017/09/04,26.8,31.7,26.3,0.1,93.0,87.0
2017/09/05,27.7,31.4,25.2,3.3,89.0,74.0
2017/09/06,28.3,33.1,26.2,5.8,89.0,72.0
2017/09/07,27.8,33.7,25.5,15.0,89.0,68.0
2017/09/08,27.8,33.4,25.1,,87.0,66.0
2017/09/09,26.8,31.2,25.4,5.9,93.0,90.0
2017/09/10,27.5,32.2,24.9,18.7,90.0,78.0
2017/09/11,27.5,34.0,23.8,23.3,85.0,63.0
2017/09/12,26.5,32.5,25.1,10.0,93.0,89.0
2017/09/13,27.8,33.7,24.5,,85.0,61.0
2017/09/14,27.7,32.7,24.4,,84.0,60.0
2017/09/15,26.5,29.7,24.5,,79.0,73.0
2017/09/16,25.9,30.5,23.9,28.1,88.0,69.0
2017/09/17,27.1,33.6,23.1,,84.0,60.0
2017/09/18,28.0,33.7,24.4,,85.0,66.0
2017/09/19,29.3,34.6,26.0,,85.0,65.0
2017/09/20,27.7,33.1,24.4,13.9,84.0,70.0
2017/09/21,27.5,33.5,24.4,,85.0,63.0
2017/09/22,27.0,33.5,24.5,37.4,88.0,64.0
2017/09/23,26.6,30.6,24.0,3.1,92.0,83.0
2017/09/24,27.8,34.8,24.1,,84.0,59.0
2017/09/25,26.7,30.8,25.0,1.2,90.0,78.0
2017/09/26,27.6,32.5,25.3,4.9,87.0,68.0
2017/09/27,27.9,33.6,24.3,,86.0,62.0
2017/09/28,28.4,35.0,25.3,,85.0,60.0
2017/09/29,27.4,32.5,25.2,4.9,87.0,62.0
2017/09/30,26.3,30.5,24.6,,90.0,76.0
2017/10/01,27.4,32.6,24.8,0.0,90.0,73.0
2017/10/02,27.4,34.5,24.6,0.6,86.0,59.0
2017/10/03,26.5,31.4,24.6,48.1,92.0,74.0
2017/10/04,26.2,32.5,23.9,2.4,89.0,69.0
2017/10/05,26.5,32.5,23.9,,87.0,65.0
2017/10/06,26.5,32.0,24.0,0.2,86.0,58.0
2017/10/07,25.4,28.0,23.8,1.3,92.0,85.0
2017/10/08,26.3,31.3,23.5,10.4,88.0,67.0
2017/10/09,26.6,33.9,22.8,,85.0,57.0
2017/10/10,25.8,27.6,24.5,21.0,92.0,88.0
2017/10/11,25.0,29.2,23.4,31.3,94.0,89.0
2017/10/12,26.5,32.5,23.8,16.0,88.0,61.0
2017/10/13,24.2,27.4,22.4,55.1,86.0,70.0
2017/10/14,25.1,31.3,21.7,,82.0,64.0
2017/10/15,23.4,28.2,20.7,,73.0,54.0
2017/10/16,19.8,23.1,19.0,5.2,89.0,85.0
2017/10/17,19.4,21.4,18.6,0.0,87.0,79.0
2017/10/18,20.6,23.5,19.0,0.2,88.0,76.0
2017/10/19,22.7,27.4,20.3,,86.0,66.0
2017/10/20,24.3,30.0,21.6,,86.0,63.0
2017/10/21,23.3,25.1,22.4,,84.0,72.0
2017/10/22,23.3,27.7,21.1,,77.0,62.0
2017/10/23,22.0,24.8,21.0,,76.0,58.0
2017/10/24,22.0,26.5,19.2,,77.0,46.0
2017/10/25,22.3,26.5,19.6,,83.0,59.0
2017/10/26,23.2,26.2,21.1,,88.0,70.0
2017/10/27,23.6,26.8,21.4,,86.0,63.0
2017/10/28,24.9,31.2,21.3,,82.0,49.0
2017/10/29,23.9,29.3,21.5,,78.0,44.0
2017/10/30,18.7,26.5,14.5,,79.0,39.0
2017/10/31,14.5,27.2,12.4,,79.0,40.0
2017/11/01,19.3,28.3,14.3,,83.0,53.0
2017/11/02,20.4,29.5,15.2,,83.0,50.0
2017/11/03,21.4,28.7,16.4,,79.0,42.0
2017/11/04,20.3,29.0,14.5,,76.0,39.0
2017/11/05,19.5,23.8,17.1,,83.0,68.0
2017/11/06,19.9,24.1,17.1,,84.0,56.0
2017/11/07,19.4,22.0,17.9,,88.0,78.0
2017/11/08,22.5,29.2,18.7,,85.0,59.0
2017/11/09,21.1,24.0,20.5,11.3,95.0,93.0
2017/11/10,23.3,27.0,21.0,2.0,91.0,78.0
2017/11/11,24.2,29.1,21.5,,87.0,66.0
2017/11/12,22.8,27.2,20.4,,90.0,75.0
2017/11/13,23.7,29.0,21.3,,88.0,71.0
2017/11/14,23.9,29.7,21.0,,87.0,63.0
2017/11/15,23.6,28.0,21.3,,88.0,70.0
2017/11/16,24.3,28.0,22.1,,86.0,70.0
2017/11/17,26.5,31.0,23.8,,83.0,66.0
2017/11/18,24.0,26.6,23.7,,83.0,72.0
2017/11/19,19.7,21.9,18.5,,77.0,72.0
2017/11/20,17.9,19.6,17.5,,82.0,76.0
2017/11/21,17.4,20.2,15.4,,74.0,65.0
2017/11/22,16.7,18.7,15.0,,74.0,62.0
2017/11/23,15.4,17.2,14.2,,65.0,59.0
2017/11/24,12.2,15.5,9.8,1.1,77.0,60.0
2017/11/25,11.8,12.8,11.1,6.2,95.0,92.0
2017/11/26,14.9,22.6,12.1,0.0,87.0,59.0
2017/11/27,15.4,20.7,11.8,,87.0,66.0
2017/11/28,19.4,26.9,15.8,,84.0,56.0
2017/11/29,21.0,25.8,18.0,,87.0,68.0
2017/11/30,22.7,29.0,19.1,,85.0,56.0
2017/12/01,20.9,24.0,19.0,,73.0,61.0
2017/12/02,19.8,22.8,17.6,,82.0,64.0
2017/12/03,19.8,26.1,17.2,,86.0,62.0
2017/12/04,20.0,26.6,15.4,,76.0,53.0
2017/12/05,19.0,24.0,17.3,,67.0,55.0
2017/12/06,18.2,23.6,14.4,,79.0,54.0
2017/12/07,19.1,22.3,17.4,,87.0,73.0
2017/12/08,18.2,19.6,16.4,,75.0,68.0
2017/12/09,15.6,19.4,14.5,,76.0,70.0
2017/12/10,16.0,19.0,14.2,,86.0,74.0
2017/12/11,16.0,17.2,15.0,,78.0,68.0
2017/12/12,14.8,16.0,14.2,,90.0,87.0
2017/12/13,14.9,16.5,13.9,1.4,97.0,96.0
2017/12/14,16.1,17.9,15.3,0.1,86.0,78.0
2017/12/15,15.8,18.5,14.4,0.4,86.0,78.0
2017/12/16,16.6,21.0,14.8,,63.0,47.0
2017/12/17,13.3,21.5,10.0,,71.0,37.0
2017/12/18,12.1,20.0,7.3,,78.0,42.0
2017/12/19,10.9,20.4,4.9,,75.0,32.0
2017/12/20,10.6,20.6,4.1,,73.0,29.0
2017/12/21,12.6,23.3,5.9,,74.0,39.0
2017/12/22,12.9,20.5,8.0,,79.0,52.0
2017/12/23,14.0,17.4,10.4,,86.0,74.0
2017/12/24,17.9,23.7,16.0,,70.0,39.0
2017/12/25,13.7,24.1,7.2,,76.0,37.0
2017/12/26,14.2,23.0,7.5,,79.0,49.0
2017/12/27,14.9,19.2,13.6,14.3,94.0,88.0
2017/12/28,15.1,17.4,13.3,21.2,95.0,87.0
2017/12/29,17.1,18.6,15.6,0.2,93.0,87.0
2017/12/30,17.3,18.0,16.6,3.8,80.0,69.0
2017/12/31,16.4,19.3,14.8,,78.0,60.0
2018/01/01,15.6,17.2,14.5,,91.0,83.0
2018/01/02,16.0,17.3,15.0,0.6,96.0,95.0
2018/01/03,17.9,21.2,16.3,0.1,95.0,91.0
2018/01/04,18.6,19.6,17.8,1.1,98.0,97.0
2018/01/05,19.5,20.7,18.6,0.6,96.0,93.0
2018/01/06,19.3,19.9,19.2,23.5,98.0,97.0
2018/01/07,19.4,20.1,18.9,23.9,98.0,97.0
2018/01/08,16.4,20.2,10.0,7.2,91.0,79.0
2018/01/09,10.8,14.0,8.4,5.1,77.0,60.0
2018/01/10,11.9,15.4,10.0,,83.0,62.0
2018/01/11,12.6,17.4,9.9,,78.0,41.0
2018/01/12,12.6,17.6,9.5,,75.0,41.0
2018/01/13,12.6,16.5,10.1,,80.0,54.0
2018/01/14,13.5,16.5,11.5,,84.0,67.0
2018/01/15,14.0,15.2,12.8,0.8,96.0,94.0
2018/01/16,16.7,20.8,14.2,3.3,92.0,80.0
2018/01/17,18.3,21.5,16.4,0.8,89.0,76.0
2018/01/18,18.9,21.7,17.0,,88.0,78.0
2018/01/19,20.2,27.4,16.5,,83.0,56.0
2018/01/20,19.1,25.3,14.9,,85.0,63.0
2018/01/21,21.3,27.0,18.8,,83.0,62.0
2018/01/22,19.7,24.9,17.6,0.6,90.0,82.0
2018/01/23,20.5,25.5,18.4,0.0,86.0,69.0
2018/01/24,21.0,25.5,18.2,,83.0,64.0
2018/01/25,22.7,27.2,19.1,,78.0,63.0
2018/01/26,21.0,23.3,20.7,0.2,90.0,86.0
2018/01/27,15.7,20.3,14.5,2.9,96.0,93.0
2018/01/28,14.1,15.2,12.5,1.3,91.0,85.0
2018/01/29,11.2,13.2,10.1,,65.0,56.0
2018/01/30,9.7,11.9,8.7,,71.0,64.0
2018/01/31,10.4,12.5,8.8,,72.0,56.0
2018/02/01,12.2,18.2,8.8,,69.0,40.0
2018/02/02,12.1,14.2,11.2,,65.0,53.0
2018/02/03,11.7,17.2,8.0,,61.0,40.0
2018/02/04,11.5,13.7,9.8,,57.0,50.0
2018/02/05,10.8,15.6,9.0,,61.0,46.0
2018/02/06,10.5,16.5,6.9,,69.0,37.0
2018/02/07,11.3,14.5,9.7,,69.0,49.0
2018/02/08,11.8,17.0,9.2,,66.0,41.0
2018/02/09,12.3,21.7,6.0,,80.0,55.0
2018/02/10,15.6,19.0,13.4,,86.0,78.0
2018/02/11,14.7,16.7,13.8,,75.0,69.0
2018/02/12,13.8,15.5,12.7,,74.0,71.0
2018/02/13,13.5,16.6,12.2,,80.0,73.0
2018/02/14,15.3,18.6,12.9,,86.0,76.0
2018/02/15,18.8,26.5,15.9,,84.0,67.0
2018/02/16,20.0,25.0,17.5,,84.0,71.0
2018/02/17,21.2,25.6,18.2,,79.0,59.0
2018/02/18,20.0,22.5,18.8,,88.0,82.0
2018/02/19,20.0,21.5,19.0,3.8,95.0,93.0
2018/02/20,21.3,24.2,19.8,2.0,92.0,86.0
2018/02/21,22.6,28.0,19.5,,85.0,67.0
2018/02/22,18.1,22.7,14.9,2.7,85.0,76.0
2018/02/23,15.3,18.5,13.8,,73.0,64.0
2018/02/24,16.9,23.0,14.2,0.0,83.0,72.0
2018/02/25,18.7,21.5,16.9,0.0,84.0,71.0
2018/02/26,17.9,19.4,16.5,,88.0,81.0
2018/02/27,18.7,20.7,17.1,7.8,94.0,91.0
2018/02/28,21.9,27.0,19.1,,84.0,69.0
2018/03/01,22.5,26.7,20.2,,83.0,70.0
2018/03/02,23.6,28.0,20.5,0.2,82.0,65.0
2018/03/03,24.5,29.4,21.8,0.2,83.0,67.0
2018/03/04,25.2,30.6,22.6,,81.0,62.0
2018/03/05,25.4,31.5,21.8,,80.0,59.0
2018/03/06,24.8,28.3,23.0,,82.0,65.0
2018/03/07,24.4,27.5,21.8,0.1,84.0,70.0
2018/03/08,17.3,24.9,13.6,12.7,78.0,57.0
2018/03/09,16.8,25.3,11.1,,74.0,38.0
2018/03/10,16.0,24.0,10.0,,74.0,48.0
2018/03/11,14.9,20.0,10.2,,84.0,62.0
2018/03/12,16.9,19.0,15.7,0.5,93.0,91.0
2018/03/13,19.1,22.0,17.3,2.4,92.0,86.0
2018/03/14,19.8,22.5,18.0,0.1,93.0,87.0
2018/03/15,22.3,28.1,19.0,,83.0,64.0
2018/03/16,22.0,24.7,20.3,,89.0,78.0
2018/03/17,22.6,25.3,20.9,0.0,89.0,77.0
2018/03/18,20.5,23.4,18.4,84.2,96.0,91.0
2018/03/19,23.4,28.3,21.2,0.1,89.0,74.0
2018/03/20,22.0,28.6,17.2,8.2,78.0,56.0
2018/03/21,19.9,24.5,16.4,,68.0,48.0
2018/03/22,19.6,26.0,15.6,,69.0,45.0
2018/03/23,18.1,23.2,15.4,0.0,84.0,59.0
2018/03/24,19.0,22.5,17.0,0.1,87.0,70.0
2018/03/25,19.5,20.7,18.8,0.8,95.0,94.0
2018/03/26,20.8,23.5,18.8,0.1,90.0,78.0
2018/03/27,21.0,25.5,19.3,2.1,91.0,80.0
2018/03/28,21.6,23.1,18.9,,90.0,73.0
2018/03/29,22.8,28.0,20.0,0.3,87.0,73.0
2018/03/30,23.3,28.8,21.0,,86.0,73.0
2018/03/31,22.7,27.0,19.6,,85.0,69.0
2018/04/01,22.7,26.9,20.5,,86.0,72.0
2018/04/02,23.7,30.0,19.3,,78.0,51.0
2018/04/03,23.2,25.7,20.2,,83.0,71.0
2018/04/04,22.4,24.7,19.4,,87.0,78.0
2018/04/05,22.7,26.0,20.6,5.7,87.0,81.0
2018/04/06,20.0,23.3,17.4,7.7,82.0,62.0
2018/04/07,17.7,22.0,15.1,,60.0,39.0
2018/04/08,16.8,25.5,10.2,,71.0,33.0
2018/04/09,18.7,26.2,13.0,,74.0,49.0
2018/04/10,18.7,22.3,16.4,0.1,93.0,90.0
2018/04/11,21.4,23.9,19.7,0.3,96.0,94.0
2018/04/12,23.6,25.0,22.2,0.4,92.0,90.0
2018/04/13,24.7,27.0,23.0,0.0,91.0,85.0
2018/04/14,25.9,30.2,23.7,,88.0,75.0
2018/04/15,19.8,26.4,17.6,32.4,87.0,77.0
2018/04/16,20.3,24.0,17.5,13.4,85.0,67.0
2018/04/17,20.8,27.2,17.1,,84.0,58.0
2018/04/18,22.2,27.0,18.5,,81.0,60.0
2018/04/19,21.5,25.6,18.5,,87.0,79.0
2018/04/20,23.6,27.0,21.3,0.1,88.0,77.0
2018/04/21,26.3,30.0,23.6,,81.0,71.0
2018/04/22,25.8,29.3,23.7,0.0,87.0,75.0
2018/04/23,26.9,31.6,24.0,0.6,84.0,66.0
2018/04/24,26.7,30.0,25.0,,86.0,78.0
2018/04/25,23.6,27.4,22.2,20.0,94.0,91.0
2018/04/26,22.8,24.8,21.6,0.1,90.0,83.0
2018/04/27,24.4,28.5,21.4,0.4,73.0,57.0
2018/04/28,23.5,26.6,22.1,,88.0,82.0
2018/04/29,24.2,26.8,22.7,4.4,92.0,88.0
2018/04/30,26.1,30.9,22.6,,83.0,64.0
2018/05/01,26.9,31.6,24.0,,83.0,71.0
2018/05/02,25.8,28.9,24.2,4.3,92.0,84.0
2018/05/03,25.0,28.8,22.5,5.6,89.0,77.0
2018/05/04,25.4,30.0,22.5,21.4,89.0,82.0
2018/05/05,24.8,28.3,23.3,36.6,91.0,87.0
2018/05/06,27.1,31.5,24.0,1.9,87.0,71.0
2018/05/07,28.7,34.0,25.0,0.7,79.0,63.0
2018/05/08,27.8,33.0,24.0,,84.0,72.0
2018/05/09,28.5,32.8,25.0,0.2,84.0,68.0
2018/05/10,25.8,30.6,22.9,23.6,88.0,78.0
2018/05/11,26.4,29.7,23.9,82.0,89.0,84.0
2018/05/12,26.2,30.4,23.3,,83.0,67.0
2018/05/13,26.9,31.8,23.5,1.3,81.0,63.0
2018/05/14,27.9,32.5,24.0,,80.0,62.0
2018/05/15,26.5,32.5,21.5,1.9,84.0,68.0
2018/05/16,28.1,34.0,23.4,4.7,81.0,59.0
2018/05/17,29.0,33.8,25.6,,81.0,70.0
2018/05/18,29.3,34.4,24.5,,77.0,57.0
2018/05/19,27.2,33.7,22.5,1.5,81.0,61.0
2018/05/20,28.8,33.2,24.8,,74.0,60.0
2018/05/21,28.6,33.1,26.0,,81.0,71.0
2018/05/22,29.0,33.8,25.4,,79.0,60.0
2018/05/23,28.3,33.7,23.9,,77.0,54.0
2018/05/24,28.2,33.6,23.7,,78.0,60.0
2018/05/25,28.8,34.1,24.8,57.2,82.0,59.0
2018/05/26,29.9,34.7,26.6,,77.0,57.0
2018/05/27,28.2,32.7,25.5,,82.0,62.0
2018/05/28,25.3,27.8,22.7,0.4,77.0,69.0
2018/05/29,27.1,31.5,24.0,,83.0,72.0
2018/05/30,28.3,33.5,24.6,0.9,81.0,62.0
2018/05/31,27.4,32.0,23.9,1.5,83.0,66.0
2018/06/01,25.7,29.8,23.4,10.8,93.0,92.0
2018/06/02,26.9,31.7,24.1,,86.0,76.0
2018/06/03,27.5,33.1,23.8,31.6,85.0,64.0
2018/06/04,27.5,33.1,25.0,0.5,84.0,60.0
2018/06/05,26.4,32.8,23.1,5.5,84.0,64.0
2018/06/06,28.4,35.1,23.2,,77.0,49.0
2018/06/07,28.2,36.1,22.8,,77.0,51.0
2018/06/08,28.9,35.6,23.2,,78.0,57.0
2018/06/09,26.6,34.1,24.7,0.3,88.0,78.0
2018/06/10,28.2,32.5,24.4,10.4,87.0,73.0
2018/06/11,28.4,32.7,25.0,21.0,86.0,68.0
2018/06/12,29.0,32.9,26.2,,84.0,70.0
2018/06/13,29.0,34.5,25.5,0.0,83.0,67.0
2018/06/14,26.7,30.9,25.5,2.3,90.0,86.0
2018/06/15,25.3,29.5,22.8,5.9,90.0,80.0
2018/06/16,27.4,31.8,24.0,0.3,85.0,68.0
2018/06/17,27.9,31.4,25.5,,87.0,76.0
2018/06/18,28.8,33.5,26.2,,85.0,74.0
2018/06/19,30.1,34.5,26.5,,81.0,64.0
2018/06/20,29.1,34.6,26.7,,82.0,61.0
2018/06/21,29.2,34.2,25.1,,83.0,62.0
2018/06/22,29.7,34.6,26.0,,84.0,61.0
2018/06/23,27.9,33.0,25.2,11.4,88.0,68.0
2018/06/24,26.0,28.0,24.8,32.6,95.0,91.0
2018/06/25,27.2,31.4,25.1,10.3,90.0,72.0
2018/06/26,26.0,30.2,23.8,4.0,90.0,79.0
2018/06/27,25.9,29.6,24.0,1.4,88.0,77.0
2018/06/28,27.6,32.0,23.8,0.4,82.0,66.0
2018/06/29,28.7,33.9,24.6,,82.0,63.0
2018/06/30,29.3,34.7,25.2,,83.0,62.0
2018/07/01,29.6,34.6,26.0,,83.0,62.0
2018/07/02,30.3,35.3,26.0,2.4,82.0,58.0
2018/07/03,30.8,35.5,26.2,,78.0,59.0
2018/07/04,30.7,36.4,26.0,,78.0,58.0
2018/07/05,31.3,36.8,26.9,,76.0,53.0
2018/07/06,30.6,36.5,26.7,,79.0,61.0
2018/07/07,28.7,33.4,25.3,0.7,81.0,67.0
2018/07/08,26.5,31.8,25.5,14.1,92.0,89.0
2018/07/09,28.1,33.5,25.0,0.0,85.0,67.0
2018/07/10,27.6,34.2,24.7,15.1,87.0,66.0
2018/07/11,28.3,34.0,24.4,10.1,82.0,60.0
2018/07/12,29.4,36.8,25.0,,79.0,58.0
2018/07/13,29.3,34.5,24.8,,81.0,57.0
2018/07/14,28.0,32.5,26.2,3.5,86.0,64.0
2018/07/15,26.5,29.6,25.0,4.8,90.0,86.0
2018/07/16,27.3,31.4,25.2,19.5,87.0,69.0
2018/07/17,28.0,30.5,25.5,,82.0,71.0
2018/07/18,27.0,32.8,24.1,7.6,90.0,74.0
2018/07/19,26.6,28.6,25.4,10.2,92.0,91.0
2018/07/20,26.7,30.0,25.1,6.9,93.0,81.0
2018/07/21,26.7,31.5,24.6,12.9,90.0,72.0
2018/07/22,27.9,35.5,23.9,,83.0,53.0
2018/07/23,27.8,35.3,24.0,,86.0,60.0
2018/07/24,27.8,34.8,24.1,2.0,84.0,59.0
2018/07/25,27.3,32.7,25.4,9.4,90.0,75.0
2018/07/26,27.2,33.0,25.0,21.3,90.0,74.0
2018/07/27,25.6,31.9,24.2,45.3,94.0,86.0
2018/07/28,26.3,31.5,24.3,5.3,93.0,87.0
2018/07/29,26.3,31.0,24.5,18.4,93.0,82.0
2018/07/30,26.3,32.0,24.5,6.2,91.0,82.0
2018/07/31,27.1,31.4,24.8,2.2,90.0,82.0
2018/08/01,26.7,29.5,24.5,0.4,91.0,86.0
2018/08/02,27.7,31.2,24.9,0.1,89.0,76.0
2018/08/03,28.0,31.1,25.5,,88.0,74.0
2018/08/04,25.1,28.4,24.0,83.9,97.0,95.0
2018/08/05,25.6,28.6,24.8,9.6,96.0,92.0
2018/08/06,26.8,33.4,24.2,7.5,89.0,71.0
2018/08/07,27.9,32.3,24.9,0.6,88.0,74.0
2018/08/08,28.4,34.3,24.0,13.2,85.0,69.0
2018/08/09,28.4,35.0,24.5,3.8,82.0,64.0
2018/08/10,28.8,35.4,25.5,,84.0,67.0
2018/08/11,26.0,34.5,24.9,24.2,94.0,92.0
2018/08/12,26.9,33.5,24.6,,87.0,66.0
2018/08/13,28.5,36.0,24.0,,81.0,58.0
2018/08/14,28.8,34.5,24.2,,86.0,64.0
2018/08/15,27.4,32.5,24.0,27.5,90.0,79.0
2018/08/16,26.9,32.0,25.2,14.1,94.0,91.0
2018/08/17,26.3,29.9,25.1,17.1,91.0,87.0
2018/08/18,26.3,32.2,25.0,24.5,92.0,79.0
2018/08/19,28.1,35.0,24.6,,86.0,67.0
2018/08/20,29.7,34.7,26.5,,87.0,72.0
2018/08/21,26.1,31.8,25.6,3.3,95.0,95.0
2018/08/22,28.6,35.1,24.5,0.2,84.0,64.0
2018/08/23,28.5,34.2,25.9,,85.0,65.0
2018/08/24,26.8,32.5,25.0,24.5,90.0,76.0
2018/08/25,28.2,35.0,24.5,0.5,83.0,63.0
2018/08/26,27.9,33.5,23.5,26.4,85.0,61.0
2018/08/27,27.0,33.0,24.0,16.2,88.0,67.0
2018/08/28,26.9,31.9,25.0,12.7,92.0,77.0
2018/08/29,26.8,30.8,24.6,82.2,94.0,87.0
2018/08/30,26.2,29.5,25.0,46.4,93.0,81.0
2018/08/31,27.0,31.7,24.6,24.9,91.0,79.0
2018/09/01,27.5,33.5,25.5,2.4,89.0,72.0
2018/09/02,26.7,31.0,24.6,21.2,91.0,76.0
2018/09/03,27.0,31.5,25.0,0.2,90.0,76.0
2018/09/04,28.0,34.0,24.4,,85.0,65.0
2018/09/05,28.6,34.0,25.2,,86.0,64.0
2018/09/06,29.5,35.2,26.2,,86.0,65.0
2018/09/07,28.3,33.0,26.2,0.1,83.0,69.0
2018/09/08,25.8,29.6,23.6,0.0,78.0,59.0
2018/09/09,26.0,32.3,22.5,,76.0,52.0
2018/09/10,25.7,32.0,21.1,,82.0,59.0
2018/09/11,26.3,29.5,24.4,,89.0,78.0
2018/09/12,26.5,31.8,23.6,0.2,89.0,76.0
2018/09/13,27.9,33.5,24.5,,82.0,55.0
2018/09/14,26.2,31.5,24.1,9.7,90.0,86.0
2018/09/15,28.1,36.7,24.0,2.6,84.0,61.0
2018/09/16,28.2,35.2,24.0,,82.0,49.0
2018/09/17,24.3,29.0,24.2,14.5,95.0,95.0
2018/09/18,25.2,28.3,23.2,17.0,93.0,84.0
2018/09/19,25.4,31.2,22.5,15.6,91.0,77.0
2018/09/20,27.1,32.9,24.0,0.4,88.0,73.0
2018/09/21,27.1,33.0,23.4,,85.0,64.0
2018/09/22,27.2,33.6,23.6,,81.0,54.0
2018/09/23,26.6,32.9,22.6,,84.0,65.0
2018/09/24,26.9,30.0,23.3,,84.0,58.0
2018/09/25,27.1,33.0,23.5,,82.0,59.0
2018/09/26,27.0,30.0,25.5,1.8,90.0,81.0
2018/09/27,26.4,30.0,24.4,10.2,93.0,85.0
2018/09/28,24.8,28.0,23.3,,80.0,67.0
2018/09/29,25.5,32.0,21.8,,82.0,60.0
2018/09/30,25.9,31.5,22.9,,77.0,45.0
2018/10/01,24.7,32.2,20.2,,79.0,47.0
2018/10/02,23.9,32.5,18.8,,77.0,40.0
2018/10/03,23.7,32.0,19.0,,77.0,40.0
2018/10/04,23.6,32.4,18.9,,78.0,45.0
2018/10/05,24.3,32.5,19.3,,79.0,50.0
2018/10/06,24.9,32.6,20.6,,81.0,50.0
2018/10/07,25.5,31.6,22.5,,82.0,59.0
